ID,ジャンル,作品名,出演者,内部メモ,画像URL,サンプル動画URL,アフィリリンク,親投稿本文,リプライ本文,投稿済み
"Z035","人妻","スワッピングNTR マンネリ解消の夫婦交換で巨乳妻を総取りされた温泉旅行 美乃すずめ 角奈保","美乃すずめ・角奈保","美乃すずめ・角奈保嬢の人妻、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1dldss00419/1dldss00419pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1dldss419/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dldss00419&af_id=nsplot-990&ch=api","美乃すずめの巨乳スワッピングNTR。小生、マンネリ解消どころか血圧が急上昇した次
https://www.dmm.co.jp/litevideo/-/part/=/cid=1dldss419/size=720_480/affi_id=nsplot-990/","美乃すずめ・角奈保嬢の新作人妻。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dldss00419&af_id=nsplot-990&ch=api",
"Z036","人妻","美乃すずめ DAHLIA専属 2nd BEST8時間 最もエロティックで、最もフェティッシュで、最もエレガントなオンナ！","美乃すずめ","美乃すずめ嬢の人妻、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1dcdss00003/1dcdss00003pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1dcdss003/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dcdss00003&af_id=nsplot-990&ch=api","美乃すずめDAHLIA専属ベスト8時間。小生の老体、序盤30分で白旗を揚げた次第
https://www.dmm.co.jp/litevideo/-/part/=/cid=1dcdss003/size=720_480/affi_id=nsplot-990/","美乃すずめ嬢の新作人妻。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dcdss00003&af_id=nsplot-990&ch=api",
"Z037","人妻","【たった1枚のミラーを挟んで味わう究極の背徳感】優しい子持ちのママにこっそりデカチンを見せつけて 素股で擦りつけて育児でレス気味の欲求不満オ○ンコに旦那の目の前でヌルっと生挿入 産後の柔らかい膣穴が気持ち良すぎて中出し不倫SEX","謎の熟女嬢","謎の熟女嬢嬢の人妻、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1sdmm00204/1sdmm00204pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1sdmm00204/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1sdmm00204&af_id=nsplot-990&ch=api","人妻・子持ちママのミラー越し背徳シーン。小生の心臓、鏡の向こう側に置き去りにされ
https://www.dmm.co.jp/litevideo/-/part/=/cid=1sdmm00204/size=720_480/affi_id=nsplot-990/","謎の熟女嬢嬢の新作人妻。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1sdmm00204&af_id=nsplot-990&ch=api",
"Z038","人妻","「おちんちん大きくさせてごめんね」子供だから大丈夫だろうと女湯に一緒に入った甥っ子がおっぱいだらけの状況にフル勃起！慌てた叔母さんがこっそり抜いてくれました 欲求不満の人妻ハーフ顔叔母さん Gカップ","謎の熟女嬢","謎の熟女嬢嬢の人妻、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1dandy00914b/1dandy00914bpl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1dandy00914b/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dandy00914b&af_id=nsplot-990&ch=api","人妻モノで甥が登場する銭湯企画。小生、この設定だけで血圧計の針が振り切れた次第で
https://www.dmm.co.jp/litevideo/-/part/=/cid=1dandy00914b/size=720_480/affi_id=nsplot-990/","謎の熟女嬢嬢の新作人妻。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dandy00914b&af_id=nsplot-990&ch=api",
"Z039","NTR","息子が通う保育園の美人先生と妻子が実家に帰省中に自宅密会をして1週間ヤリまくった絶倫不倫セックス 青空ひかり","青空ひかり","青空ひかり嬢のNTR、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1start00373/1start00373pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1start00373/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1start00373&af_id=nsplot-990&ch=api","青空ひかり保育園先生密会1週間。小生の心臓、妻が実家から帰宅するまでの間、ずっと
https://www.dmm.co.jp/litevideo/-/part/=/cid=1start00373/size=720_480/affi_id=nsplot-990/","青空ひかり嬢の新作NTR。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1start00373&af_id=nsplot-990&ch=api",
"Z040","NTR","出張先、二人きりの温泉旅館 僕を慕う圧倒的美人な後輩に迫られたら寝取られても仕方がない 河北彩花","河北彩花（河北彩伽）","河北彩花（河北彩伽）嬢のNTR、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/snos00320/snos00320pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=snos00320/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dsnos00320&af_id=nsplot-990&ch=api","河北彩花の温泉旅館NTR。小生の愚息、寝取られるより先に湯あたりで撃沈した次第で
https://www.dmm.co.jp/litevideo/-/part/=/cid=snos00320/size=720_480/affi_id=nsplot-990/","河北彩花（河北彩伽）嬢の新作NTR。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Dsnos00320&af_id=nsplot-990&ch=api",
"Z041","若妻","009＃街角素人モニタリング/ MAGNOLIAパーフェクトエディションッ！","謎の熟女嬢","謎の熟女嬢嬢の若妻、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1mgbb00009/1mgbb00009pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1mgbb00009/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1mgbb00009&af_id=nsplot-990&ch=api","街角素人モニタリングで捕まった若妻。小生の股間も「モニタリング対象」になった次第
https://www.dmm.co.jp/litevideo/-/part/=/cid=1mgbb00009/size=720_480/affi_id=nsplot-990/","謎の熟女嬢嬢の新作若妻。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1mgbb00009&af_id=nsplot-990&ch=api",
"Z042","若妻","民泊を営む美人妻が宿泊客に欲求不満を挑発されて NTR セックス。やみつきになって旦那に隠れてヤりまくった3泊4日 神木麗","神木麗","神木麗嬢の若妻、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1stars00947/1stars00947pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1stars947/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1stars00947&af_id=nsplot-990&ch=api","神木麗の民泊NTR企画。小生も宿泊客に寝取られた次第である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=1stars947/size=720_480/affi_id=nsplot-990/","民泊という密室で、夫への不満が爆発。神木麗が魅せる本気の悶えが堪らない。宿泊客との禁断の関係に溺れていく美人妻のリアルな欲望。お買い求めはこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1stars00947&af_id=nsplot-990&ch=api",
"Z043","若妻","旦那を野球選手に育ててくれた地元のオヤジたちに恩があるからってなぜ毎年毎年妻の私がコンパニオンみたいに下品な接待をしなくちゃいけないの… 本庄鈴","本庄鈴","本庄鈴嬢の献身、小生の愚息も身も心も焼け付く想い・・・！！","https://pics.dmm.co.jp/digital/video/1start00184/1start00184pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1start184/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1start00184&af_id=nsplot-990&ch=api","本庄鈴の若妻、毎年恩返しシリーズ。小生も地元の恩人に対し、股間で恩返しする日々で
https://www.dmm.co.jp/litevideo/-/part/=/cid=1start184/size=720_480/affi_id=nsplot-990/","本庄鈴の柔らかい表情と身体が映える良作。旦那の恩人たちへの義理立てで関係を重ねる若妻…背徳感と現実的な葛藤がリアルに描かれています。業界目線でも演技の深みが秀逸。全編・詳細はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1start00184&af_id=nsplot-990&ch=api",
"Z044","若妻","【VR】【8K】引きこもり支援でやってきたボランティア活動に意欲的な若妻を我慢できずに●してみた。 「綺麗なお尻、おっぱい、顔に、ドロドロザーメンぶっかけて汚したい。」","謎の熟女嬢","謎の熟女嬢嬢の若妻、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/13dsvr01700/13dsvr01700pl.jpg","","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D13dsvr01700&af_id=nsplot-990&ch=api","引きこもり支援の若妻ボランティア。小生、この企画こそが真の社会貢献である。","謎の熟女嬢嬢の新作若妻。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D13dsvr01700&af_id=nsplot-990&ch=api",
"Z045","フェラ","対面羞恥で何度もイカされ糸が引くほど舌を絡ませるベロキス発情娘7 女子〇生限定Ver.","謎の熟女嬢","謎の熟女嬢嬢のフェラ、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1nhdtc00186/1nhdtc00186pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1nhdtc186/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1nhdtc00186&af_id=nsplot-990&ch=api","謎の熟女嬢による糸引くベロキス。小生の老眼鏡、曇り止めが必要である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=1nhdtc186/size=720_480/affi_id=nsplot-990/","謎の熟女嬢嬢の新作フェラ。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1nhdtc00186&af_id=nsplot-990&ch=api",
"Z046","フェラ","本郷愛 FALENOコンプリート16時間ベスト","本郷愛（二階堂夢）","本郷愛（二階堂夢）嬢のフェラ、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1fcdss00073/1fcdss00073pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1fcdss073/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1fcdss00073&af_id=nsplot-990&ch=api","本郷愛16時間フェラベスト。小生の唇、乾燥注意報が出ている状況である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=1fcdss073/size=720_480/affi_id=nsplot-990/","本郷愛（二階堂夢）嬢の新作フェラ。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1fcdss00073&af_id=nsplot-990&ch=api",
"Z047","フェラ","AV初の限界羞恥！SEX直前5秒前までSNSで生配信したら、恥ずかしさのあまり全身がクリトリスみたいに敏感になりました 深田えいみ","深田えいみ","深田えいみ嬢のフェラ、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1fsdss00686/1fsdss00686pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1fsdss686/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1fsdss00686&af_id=nsplot-990&ch=api","深田えいみの生配信羞恥企画。小生の羞恥心、その映像を見た瞬間に全削除である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=1fsdss686/size=720_480/affi_id=nsplot-990/","深田えいみ嬢の新作フェラ。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1fsdss00686&af_id=nsplot-990&ch=api",
"Z048","フェラ","【VR】天使もえ 最初で最後のVR 1本限りだから全てを詰め込んだ144分","天使もえ","天使もえ嬢のフェラ、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1fsvss00015/1fsvss00015pl.jpg","","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1fsvss00015&af_id=nsplot-990&ch=api","天使もえ144分VR限定作。小生の心臓、これが最初で最後の悲鳴である。","天使もえが1作限りのVR作に全力投球。小顔美人の迫力あるフェラ映像が360度包囲してくる144分。唾液絡みの深さまで体感できる没入感は通常作では味わえません。詳細はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1fsvss00015&af_id=nsplot-990&ch=api",
"Z022","熟女","愛する夫の為に、身代わり週末肉便器。 超絶倫極悪オヤジに、孕むまで何度も中出しされ続けて…。 篠原いよ","篠原いよ","篠原いよ嬢の熟女、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/jur00402/jur00402pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=jur00402/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Djur00402&af_id=nsplot-990&ch=api","篠原いよが夫の身代わり肉便器。小生、妻にこんな献身を求めたら即座に離婚状態である
https://www.dmm.co.jp/litevideo/-/part/=/cid=jur00402/size=720_480/affi_id=nsplot-990/","篠原いよ嬢の新作熟女。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3Djur00402&af_id=nsplot-990&ch=api",
"Z023","熟女","終電なくなり女上司の家にお泊り…無防備なデカ尻に我慢出来ずに即ハメバック中出し！「もう…皆には内緒だよ」と会社でも何度もヤリまくった。 小沢菜穂","小沢菜穂","小沢菜穂嬢の熟女、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1dldss00408/1dldss00408pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1dldss408/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dldss00408&af_id=nsplot-990&ch=api","小沢菜穂の無防備なデカ尻。小生の理性も終電なくなった状態である。
https://www.dmm.co.jp/litevideo/-/part/=/cid=1dldss408/size=720_480/affi_id=nsplot-990/","小沢菜穂さんのセクシーなボディが光る一作。終電を逃した夜、女上司の無防備な姿に理性が崩壊。デカ尻を存分に堪能できる緊迫したシーン展開が最高です。

お買い求めはこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dldss00408&af_id=nsplot-990&ch=api",
"Z024","人妻","SNSフォロワー2万人 SODが見つけた史上最高の敏感ママさん 玉井晴香 33歳 AVDEBUT","玉井晴香","玉井嬢の悶絶っぷり、小生の愚息も忍耐の限界・・・！！","https://pics.dmm.co.jp/digital/video/1sdnm00517/1sdnm00517pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1sdnm517/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1sdnm00517&af_id=nsplot-990&ch=api","玉井晴香33歳、SNS2万人フォロワーの敏感ママさん。小生の血圧計も同時に2万上
https://www.dmm.co.jp/litevideo/-/part/=/cid=1sdnm517/size=720_480/affi_id=nsplot-990/","SNS発信で話題の31歳人妻が遂にAVデビュー。上品な見た目とは裏腹の敏感体質が最大の武器。軽い愛撫で即座に反応する姿、夫には見せない淫乱ぶりまで全て収録。SODが鳴らした期待値は伊達ではありません。詳細はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1sdnm00517&af_id=nsplot-990&ch=api",
"Z025","人妻","バ先のパート人妻に童貞と偽りフェラを頼んだら…仕方なく俺の巨根をしゃぶったくせに久々すぎて濡れまくる使っていないお宝マ○コを日替わりで3人挿しまくる","謎の熟女嬢","謎の熟女嬢嬢の人妻、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1nhdtc00141/1nhdtc00141pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1nhdtc141/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1nhdtc00141&af_id=nsplot-990&ch=api","バート先のパート人妻、童貞詐欺で懐柔される。小生の人生、まさにこの詐欺師と同じ次
https://www.dmm.co.jp/litevideo/-/part/=/cid=1nhdtc141/size=720_480/affi_id=nsplot-990/","謎の熟女嬢嬢の新作人妻。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1nhdtc00141&af_id=nsplot-990&ch=api",
"Z026","NTR","社員旅行NTR 妻が会社の水着BBQパーティーで泥●してハメを外しまくっていたビデオ 入田真綾","入田真綾","入田真綾嬢のNTR、小生タマラン・・・！！","https://pics.dmm.co.jp/digital/video/1dldss00261/1dldss00261pl.jpg","https://www.dmm.co.jp/litevideo/-/part/=/cid=1dldss261/size=720_480/affi_id=nsplot-990/","https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dldss00261&af_id=nsplot-990&ch=api","入田真綾の社員旅行NTR。小生の血圧計、上の数字だけで既に警報鳴りっぱなしである
https://www.dmm.co.jp/litevideo/-/part/=/cid=1dldss261/size=720_480/affi_id=nsplot-990/","入田真綾嬢の新作NTR。詳細・購入はこちら↓
https://al.fanza.co.jp/?lurl=https%3A%2F%2Fvideo.dmm.co.jp%2Fav%2Fcontent%2F%3Fid%3D1dldss00261&af_id=nsplot-990&ch=api",
